Age,Education2003Revision,Race,MaritalStatus,Sex,Cases,Cases2
18-19,4,3,W,F,0,266
20-24,4,3,W,F,0,651
25-29,4,3,W,F,0,575
30-34,4,3,W,F,0,547
35-44,4,3,W,F,0,1055
45-54,4,3,W,F,0,1098
55-64,4,3,W,F,0,869
65-74,4,3,W,F,0,446
75-84,4,3,W,F,0,200
85-102,4,3,W,F,0,69
15-17,4,4,W,F,0,1698
18-19,4,4,W,F,0,1283
20-24,4,4,W,F,0,3623
25-29,4,4,W,F,0,4247
30-34,4,4,W,F,0,4464
35-44,4,4,W,F,1,8706
45-54,4,4,W,F,0,7273
55-64,4,4,W,F,0,5906
65-74,4,4,W,F,0,3340
75-84,4,4,W,F,0,1735
85-102,4,4,W,F,0,694
15-17,4,6,W,F,0,67
18-19,4,6,W,F,0,51
20-24,4,6,W,F,0,130
25-29,4,6,W,F,0,135
30-34,4,6,W,F,0,122
35-44,4,6,W,F,0,207
45-54,4,6,W,F,0,180
55-64,4,6,W,F,0,129
65-74,4,6,W,F,0,66
75-84,4,6,W,F,0,30
85-102,4,6,W,F,0,7
15-17,5,1,W,F,0,21037
18-19,5,1,W,F,0,14626
20-24,5,1,W,F,0,37336
25-29,5,1,W,F,1,36639
30-34,5,1,W,F,0,35951
35-44,5,1,W,F,0,71957
45-54,5,1,W,F,0,84020
55-64,5,1,W,F,0,78240
65-74,5,1,W,F,0,52129
75-84,5,1,W,F,16,32129
85-102,5,1,W,F,4,16786
15-17,5,2,W,F,0,4168
18-19,5,2,W,F,0,3033
20-24,5,2,W,F,0,7609
25-29,5,2,W,F,0,6706
30-34,5,2,W,F,0,6521
35-44,5,2,W,F,0,12522
45-54,5,2,W,F,0,13144
55-64,5,2,W,F,0,10518
65-74,5,2,W,F,0,5759
75-84,5,2,W,F,0,3107
85-102,5,2,W,F,0,1360
15-17,5,3,W,F,0,226
18-19,5,3,W,F,0,159
20-24,5,3,W,F,0,388
25-29,5,3,W,F,0,343
30-34,5,3,W,F,0,326
35-44,5,3,W,F,0,629
45-54,5,3,W,F,0,655
55-64,5,3,W,F,0,518
65-74,5,3,W,F,0,266
75-84,5,3,W,F,0,119
85-102,5,3,W,F,0,41
15-17,5,4,W,F,0,1012
18-19,5,4,W,F,0,765
20-24,5,4,W,F,0,2161
25-29,5,4,W,F,0,2533
30-34,5,4,W,F,0,2662
35-44,5,4,W,F,0,5193
45-54,5,4,W,F,0,4337
55-64,5,4,W,F,0,3522
65-74,5,4,W,F,0,1992
75-84,5,4,W,F,0,1035
85-102,5,4,W,F,0,414
15-17,5,6,W,F,0,40
18-19,5,6,W,F,0,30
20-24,5,6,W,F,0,78
25-29,5,6,W,F,0,81
30-34,5,6,W,F,0,73
35-44,5,6,W,F,0,123
45-54,5,6,W,F,0,107
55-64,5,6,W,F,0,77
65-74,5,6,W,F,0,39
75-84,5,6,W,F,0,18
85-102,5,6,W,F,0,4
15-17,6,1,W,F,0,31662
18-19,6,1,W,F,0,22013
20-24,6,1,W,F,0,56192
25-29,6,1,W,F,0,55145
30-34,6,1,W,F,1,54106
35-44,6,1,W,F,0,108299
45-54,6,1,W,F,0,126454
55-64,6,1,W,F,0,117755
65-74,6,1,W,F,0,78457
75-84,6,1,W,F,0,48379
85-102,6,1,W,F,0,25269
15-17,6,2,W,F,0,6274
18-19,6,2,W,F,0,4565
20-24,6,2,W,F,0,11452
25-29,6,2,W,F,0,10093
30-34,6,2,W,F,0,9814
35-44,6,2,W,F,0,18847
45-54,6,2,W,F,0,19783
55-64,6,2,W,F,0,15830
65-74,6,2,W,F,0,8667
75-84,6,2,W,F,0,4676
85-102,6,2,W,F,1,2046
15-17,6,3,W,F,0,341
18-19,6,3,W,F,0,239
20-24,6,3,W,F,0,584
25-29,6,3,W,F,0,516
30-34,6,3,W,F,0,491
35-44,6,3,W,F,0,947
45-54,6,3,W,F,0,986
55-64,6,3,W,F,0,780
65-74,6,3,W,F,0,401
75-84,6,3,W,F,0,180
85-102,6,3,W,F,0,62
15-17,6,4,W,F,0,1524
18-19,6,4,W,F,0,1151
20-24,6,4,W,F,0,3252
25-29,6,4,W,F,0,3812
30-34,6,4,W,F,0,4007
35-44,6,4,W,F,0,7815
45-54,6,4,W,F,0,6528
55-64,6,4,W,F,0,5301
65-74,6,4,W,F,0,2998
75-84,6,4,W,F,0,1557
85-102,6,4,W,F,0,623
15-17,6,6,W,F,0,60
18-19,6,6,W,F,0,46
20-24,6,6,W,F,0,117
25-29,6,6,W,F,0,121
30-34,6,6,W,F,0,109
35-44,6,6,W,F,0,186
45-54,6,6,W,F,0,161
55-64,6,6,W,F,0,115
65-74,6,6,W,F,0,59
75-84,6,6,W,F,0,27
85-102,6,6,W,F,0,7
15-17,7,1,W,F,0,18275
18-19,7,1,W,F,0,12705
20-24,7,1,W,F,0,32433
25-29,7,1,W,F,1,31828
30-34,7,1,W,F,1,31229
35-44,7,1,W,F,0,62508
45-54,7,1,W,F,0,72987
55-64,7,1,W,F,0,67966
65-74,7,1,W,F,0,45284
75-84,7,1,W,F,0,27924
85-102,7,1,W,F,0,14585
15-17,7,2,W,F,0,3621
18-19,7,2,W,F,0,2635
20-24,7,2,W,F,0,6610
25-29,7,2,W,F,0,5826
30-34,7,2,W,F,0,5664
35-44,7,2,W,F,0,10878
45-54,7,2,W,F,0,11418
55-64,7,2,W,F,0,9137
65-74,7,2,W,F,0,5003
75-84,7,2,W,F,0,2699
85-102,7,2,W,F,0,1182
15-17,7,3,W,F,0,197
18-19,7,3,W,F,0,138
20-24,7,3,W,F,0,337
25-29,7,3,W,F,0,298
30-34,7,3,W,F,0,283
35-44,7,3,W,F,0,546
45-54,7,3,W,F,0,569
55-64,7,3,W,F,0,450
65-74,7,3,W,F,0,231
75-84,7,3,W,F,0,104
85-102,7,3,W,F,0,36
15-17,7,4,W,F,0,879
18-19,7,4,W,F,0,665
20-24,7,4,W,F,0,1877
25-29,7,4,W,F,0,2200
30-34,7,4,W,F,0,2313
35-44,7,4,W,F,0,4511
45-54,7,4,W,F,0,3768
55-64,7,4,W,F,0,3060
65-74,7,4,W,F,0,1730
75-84,7,4,W,F,0,899
85-102,7,4,W,F,0,359
15-17,7,6,W,F,0,35
18-19,7,6,W,F,0,26
20-24,7,6,W,F,0,67
25-29,7,6,W,F,0,70
30-34,7,6,W,F,0,63
35-44,7,6,W,F,0,107
45-54,7,6,W,F,0,93
55-64,7,6,W,F,0,67
65-74,7,6,W,F,0,34
75-84,7,6,W,F,0,16
85-102,7,6,W,F,0,4
15-17,8,1,W,F,0,7012
18-19,8,1,W,F,0,4875
20-24,8,1,W,F,0,12445
25-29,8,1,W,F,0,12213
30-34,8,1,W,F,0,11984
35-44,8,1,W,F,0,23986
45-54,8,1,W,F,0,28007
55-64,8,1,W,F,0,26080
65-74,8,1,W,F,0,17376
75-84,8,1,W,F,0,10715
85-102,8,1,W,F,0,5597
15-17,8,2,W,F,0,1389
18-19,8,2,W,F,0,1011
20-24,8,2,W,F,0,2536
25-29,8,2,W,F,0,2235
30-34,8,2,W,F,0,2174
35-44,8,2,W,F,0,4174
45-54,8,2,W,F,0,4381
55-64,8,2,W,F,0,3506
65-74,8,2,W,F,0,1920
75-84,8,2,W,F,0,1036
85-102,8,2,W,F,0,453
15-17,8,3,W,F,0,75
18-19,8,3,W,F,0,53
20-24,8,3,W,F,0,129
25-29,8,3,W,F,0,114
30-34,8,3,W,F,0,109
35-44,8,3,W,F,0,210
45-54,8,3,W,F,0,218
55-64,8,3,W,F,0,173
65-74,8,3,W,F,0,89
75-84,8,3,W,F,0,40
85-102,8,3,W,F,0,14
15-17,8,4,W,F,0,337
18-19,8,4,W,F,0,255
20-24,8,4,W,F,0,720
25-29,8,4,W,F,0,844
30-34,8,4,W,F,0,887
35-44,8,4,W,F,0,1731
45-54,8,4,W,F,0,1446
55-64,8,4,W,F,0,1174
65-74,8,4,W,F,0,664
75-84,8,4,W,F,0,345
85-102,8,4,W,F,0,138
15-17,8,6,W,F,0,13
18-19,8,6,W,F,0,10
20-24,8,6,W,F,0,26
25-29,8,6,W,F,0,27
30-34,8,6,W,F,0,24
35-44,8,6,W,F,0,41
45-54,8,6,W,F,0,36
55-64,8,6,W,F,0,26
65-74,8,6,W,F,0,13
75-84,8,6,W,F,0,6
85-102,8,6,W,F,0,1
15-17,9,1,W,F,0,27625
18-19,9,1,W,F,0,19206
20-24,9,1,W,F,0,49027
25-29,9,1,W,F,0,48113
30-34,9,1,W,F,0,47208
35-44,9,1,W,F,0,94489
45-54,9,1,W,F,0,110329
55-64,9,1,W,F,0,102739
65-74,9,1,W,F,0,68452
75-84,9,1,W,F,0,42210
85-102,9,1,W,F,0,22047
15-17,9,2,W,F,0,5474
18-19,9,2,W,F,0,3983
20-24,9,2,W,F,0,9991
25-29,9,2,W,F,0,8806
30-34,9,2,W,F,0,8562
35-44,9,2,W,F,0,16443
45-54,9,2,W,F,0,17260
55-64,9,2,W,F,0,13812
65-74,9,2,W,F,0,7562
75-84,9,2,W,F,0,4080
85-102,9,2,W,F,0,1786
15-17,9,3,W,F,0,297
18-19,9,3,W,F,0,208
20-24,9,3,W,F,0,509
25-29,9,3,W,F,0,450
30-34,9,3,W,F,0,428
35-44,9,3,W,F,0,826
45-54,9,3,W,F,0,860
55-64,9,3,W,F,0,681
65-74,9,3,W,F,0,349
75-84,9,3,W,F,0,157
85-102,9,3,W,F,0,54
15-17,9,4,W,F,0,1329
18-19,9,4,W,F,0,1004
20-24,9,4,W,F,0,2837
25-29,9,4,W,F,0,3326
30-34,9,4,W,F,0,3496
35-44,9,4,W,F,0,6819
45-54,9,4,W,F,0,5696
55-64,9,4,W,F,0,4625
65-74,9,4,W,F,0,2615
75-84,9,4,W,F,0,1359
85-102,9,4,W,F,0,543
15-17,9,6,W,F,0,52
18-19,9,6,W,F,0,40
20-24,9,6,W,F,0,102
25-29,9,6,W,F,0,106
30-34,9,6,W,F,0,95
35-44,9,6,W,F,0,162
45-54,9,6,W,F,0,141
55-64,9,6,W,F,0,101
65-74,9,6,W,F,0,52
75-84,9,6,W,F,0,23
85-102,9,6,W,F,0,6
15-17,1,1,D,M,0,10441
20-24,1,1,D,M,0,18412
25-29,1,1,D,M,3,17812
28-19,1,1,D,M,0,7250
30-34,1,1,D,M,6,17295
35-44,1,1,D,M,20,34227
45-54,1,1,D,M,0,38992
55-64,1,1,D,M,0,34915
65-74,1,1,D,M,0,21902
75-84,1,1,D,M,0,11427
85-102,1,1,D,M,0,3992
15-17,1,2,D,M,0,2166
18-19,1,2,D,M,0,1580
20-24,1,2,D,M,0,3828
25-29,1,2,D,M,0,3157
30-34,1,2,D,M,0,2946
35-44,1,2,D,M,0,5605
45-54,1,2,D,M,1,5826
55-64,1,2,D,M,1,4398
65-74,1,2,D,M,1,2157
75-84,1,2,D,M,0,943
85-102,1,2,D,M,0,263
15-17,1,3,D,M,0,180
18-19,1,3,D,M,0,127
20-24,1,3,D,M,0,306
25-29,1,3,D,M,0,265
30-34,1,3,D,M,0,245
35-44,1,3,D,M,0,461
45-54,1,3,D,M,0,479
55-64,1,3,D,M,0,357
65-74,1,3,D,M,0,176
75-84,1,3,D,M,0,67
85-102,1,3,D,M,0,15
15-17,1,4,D,M,0,239
18-19,1,4,D,M,0,180
20-24,1,4,D,M,0,508
25-29,1,4,D,M,0,536
30-34,1,4,D,M,0,530
35-44,1,4,D,M,0,1040
45-54,1,4,D,M,0,862
55-64,1,4,D,M,0,656
65-74,1,4,D,M,0,372
75-84,1,4,D,M,0,173
85-102,1,4,D,M,0,52
15-17,1,6,D,M,0,22
18-19,1,6,D,M,0,16
20-24,1,6,D,M,0,45
25-29,1,6,D,M,0,43
30-34,1,6,D,M,0,38
35-44,1,6,D,M,0,65
45-54,1,6,D,M,0,56
55-64,1,6,D,M,0,38
65-74,1,6,D,M,0,18
75-84,1,6,D,M,0,7
85-102,1,6,D,M,0,1
15-17,2,1,D,M,0,15773
18-19,2,1,D,M,0,10952
20-24,2,1,D,M,1,27813
25-29,2,1,D,M,7,26905
30-34,2,1,D,M,37,26098
35-44,2,1,D,M,116,51618
45-54,2,1,D,M,0,58903
55-64,2,1,D,M,0,52744
65-74,2,1,D,M,0,33086
75-84,2,1,D,M,0,17261
85-102,2,1,D,M,0,6030
15-17,2,2,D,M,0,3272
18-19,2,2,D,M,0,2387
20-24,2,2,D,M,0,5782
25-29,2,2,D,M,2,4767
30-34,2,2,D,M,2,4448
35-44,2,2,D,M,0,8467
45-54,2,2,D,M,0,8802
55-64,2,2,D,M,0,6645
65-74,2,2,D,M,0,3260
75-84,2,2,D,M,0,1425
85-102,2,2,D,M,0,398
15-17,2,3,D,M,0,272
18-19,2,3,D,M,0,191
20-24,2,3,D,M,0,462
25-29,2,3,D,M,1,400
30-34,2,3,D,M,1,368
35-44,2,3,D,M,0,697
45-54,2,3,D,M,0,723
55-64,2,3,D,M,0,540
65-74,2,3,D,M,0,266
75-84,2,3,D,M,0,101
85-102,2,3,D,M,0,23
15-17,2,4,D,M,0,362
18-19,2,4,D,M,0,272
20-24,2,4,D,M,0,768
25-29,2,4,D,M,0,810
30-34,2,4,D,M,0,801
35-44,2,4,D,M,1,1570
45-54,2,4,D,M,0,1302
55-64,2,4,D,M,0,991
65-74,2,4,D,M,0,562
75-84,2,4,D,M,0,261
85-102,2,4,D,M,0,79
15-17,2,6,D,M,0,33
18-19,2,6,D,M,0,25
20-24,2,6,D,M,0,67
25-29,2,6,D,M,1,64
30-34,2,6,D,M,0,58
35-44,2,6,D,M,0,98
45-54,2,6,D,M,0,84
55-64,2,6,D,M,0,57
65-74,2,6,D,M,0,28
75-84,2,6,D,M,0,10
85-102,2,6,D,M,0,2
15-17,3,1,D,M,0,66202
18-19,3,1,D,M,1,45965
20-24,3,1,D,M,26,116715
25-29,3,1,D,M,74,112879
30-34,3,1,D,M,146,109547
35-44,3,1,D,M,457,216682
45-54,3,1,D,M,0,247225
55-64,3,1,D,M,0,221378
65-74,3,1,D,M,0,138867
75-84,3,1,D,M,0,72449
85-102,3,1,D,M,0,25311
15-17,3,2,D,M,0,13734
18-19,3,2,D,M,0,10018
20-24,3,2,D,M,2,24268
25-29,3,2,D,M,3,20015
30-34,3,2,D,M,6,18672
35-44,3,2,D,M,21,35516
45-54,3,2,D,M,0,36943
55-64,3,2,D,M,0,27892
65-74,3,2,D,M,0,13681
75-84,3,2,D,M,0,5980
85-102,3,2,D,M,0,1668
15-17,3,3,D,M,0,1140
18-19,3,3,D,M,0,803
20-24,3,3,D,M,2,1938
25-29,3,3,D,M,3,1679
30-34,3,3,D,M,0,1550
35-44,3,3,D,M,1,2923
45-54,3,3,D,M,0,3036
55-64,3,3,D,M,0,2267
65-74,3,3,D,M,0,1116
75-84,3,3,D,M,0,424
85-102,3,3,D,M,0,96
15-17,3,4,D,M,0,1518
18-19,3,4,D,M,0,1140
20-24,3,4,D,M,0,3222
25-29,3,4,D,M,0,3400
30-34,3,4,D,M,0,3361
35-44,3,4,D,M,2,6590
45-54,3,4,D,M,0,5466
55-64,3,4,D,M,0,4160
65-74,3,4,D,M,0,2359
75-84,3,4,D,M,0,1096
85-102,3,4,D,M,0,330
15-17,3,6,D,M,0,139
18-19,3,6,D,M,0,104
20-24,3,6,D,M,1,281
25-29,3,6,D,M,0,274
30-34,3,6,D,M,2,241
35-44,3,6,D,M,0,411
45-54,3,6,D,M,0,352
55-64,3,6,D,M,0,238
65-74,3,6,D,M,0,117
75-84,3,6,D,M,0,42
85-102,3,6,D,M,0,8
15-17,4,1,D,M,0,36877
18-19,4,1,D,M,0,25605
20-24,4,1,D,M,8,65022
25-29,4,1,D,M,39,62881
30-34,4,1,D,M,51,61053
35-44,4,1,D,M,174,120783
45-54,4,1,D,M,0,137716
55-64,4,1,D,M,0,123318
65-74,4,1,D,M,0,77355
75-84,4,1,D,M,0,40357
85-102,4,1,D,M,0,14099
15-17,4,2,D,M,0,7651
18-19,4,2,D,M,0,5581
20-24,4,2,D,M,0,13520
25-29,4,2,D,M,3,11148
30-34,4,2,D,M,1,10403
35-44,4,2,D,M,8,19788
45-54,4,2,D,M,0,20579
55-64,4,2,D,M,0,15537
65-74,4,2,D,M,0,7621
75-84,4,2,D,M,0,3331
85-102,4,2,D,M,0,929
15-17,4,3,D,M,0,635
18-19,4,3,D,M,0,447
20-24,4,3,D,M,0,1081
25-29,4,3,D,M,0,937
30-34,4,3,D,M,1,863
35-44,4,3,D,M,1,1628
45-54,4,3,D,M,0,1691
55-64,4,3,D,M,0,1263
65-74,4,3,D,M,0,622
75-84,4,3,D,M,0,236
85-102,4,3,D,M,0,53
15-17,4,4,D,M,0,846
18-19,4,4,D,M,0,635
20-24,4,4,D,M,0,1795
25-29,4,4,D,M,1,1893
30-34,4,4,D,M,3,1869
35-44,4,4,D,M,0,3672
45-54,4,4,D,M,0,3045
55-64,4,4,D,M,0,2318
65-74,4,4,D,M,0,1314
75-84,4,4,D,M,0,610
85-102,4,4,D,M,0,184
15-17,4,6,D,M,0,77
18-19,4,6,D,M,0,58
20-24,4,6,D,M,0,157
25-29,4,6,D,M,1,152
30-34,4,6,D,M,0,136
35-44,4,6,D,M,0,229
45-54,4,6,D,M,0,196
55-64,4,6,D,M,0,132
65-74,4,6,D,M,0,65
75-84,4,6,D,M,0,24
85-102,4,6,D,M,0,5
15-17,5,1,D,M,0,21993
18-19,5,1,D,M,0,15271
20-24,5,1,D,M,2,38781
25-29,5,1,D,M,10,37515
30-34,5,1,D,M,19,36423
35-44,5,1,D,M,62,72075
45-54,5,1,D,M,0,82132
55-64,5,1,D,M,0,73545
65-74,5,1,D,M,0,46134
75-84,5,1,D,M,0,24069
85-102,5,1,D,M,0,8409
15-17,5,2,D,M,0,4563
18-19,5,2,D,M,0,3328
20-24,5,2,D,M,0,8063
25-29,5,2,D,M,0,6650
30-34,5,2,D,M,1,6204
35-44,5,2,D,M,0,11806
45-54,5,2,D,M,0,12273
55-64,5,2,D,M,0,9266
65-74,5,2,D,M,0,4545
75-84,5,2,D,M,0,1987
85-102,5,2,D,M,0,554
15-17,5,3,D,M,0,379
18-19,5,3,D,M,0,267
20-24,5,3,D,M,0,645
25-29,5,3,D,M,0,559
30-34,5,3,D,M,0,515
35-44,5,3,D,M,0,972
45-54,5,3,D,M,0,1009
55-64,5,3,D,M,0,753
65-74,5,3,D,M,0,371
75-84,5,3,D,M,0,141
85-102,5,3,D,M,0,32
15-17,5,4,D,M,0,504
18-19,5,4,D,M,0,379
20-24,5,4,D,M,0,1070
25-29,5,4,D,M,0,1129
30-34,5,4,D,M,0,1116
35-44,5,4,D,M,0,2190
45-54,5,4,D,M,0,1816
55-64,5,4,D,M,0,1382
65-74,5,4,D,M,0,784
75-84,5,4,D,M,0,364
85-102,5,4,D,M,0,109
15-17,5,6,D,M,0,46
18-19,5,6,D,M,0,34
20-24,5,6,D,M,0,94
25-29,5,6,D,M,0,91
30-34,5,6,D,M,0,81
35-44,5,6,D,M,0,137
45-54,5,6,D,M,0,117
55-64,5,6,D,M,0,79
65-74,5,6,D,M,0,39
75-84,5,6,D,M,0,14
85-102,5,6,D,M,0,3
15-17,6,1,D,M,0,33101
18-19,6,1,D,M,0,22983
20-24,6,1,D,M,0,58370
25-29,6,1,D,M,6,56470
30-34,6,1,D,M,22,54824
35-44,6,1,D,M,79,108490
45-54,6,1,D,M,0,123612
55-64,6,1,D,M,0,110689
65-74,6,1,D,M,0,69433
75-84,6,1,D,M,0,36224
85-102,6,1,D,M,0,12655
15-17,6,2,D,M,0,6867
18-19,6,2,D,M,0,5009
20-24,6,2,D,M,0,12135
25-29,6,2,D,M,0,10009
30-34,6,2,D,M,2,9337
35-44,6,2,D,M,5,17764
45-54,6,2,D,M,5,18467
55-64,6,2,D,M,2,13944
65-74,6,2,D,M,1,6839
75-84,6,2,D,M,2,2988
85-102,6,2,D,M,0,834
15-17,6,3,D,M,0,570
18-19,6,3,D,M,0,401
20-24,6,3,D,M,0,970
25-29,6,3,D,M,0,841
30-34,6,3,D,M,0,775
35-44,6,3,D,M,0,1462
45-54,6,3,D,M,0,1518
55-64,6,3,D,M,0,1133
65-74,6,3,D,M,0,558
75-84,6,3,D,M,0,212
85-102,6,3,D,M,0,48
15-17,6,4,D,M,0,759
18-19,6,4,D,M,0,570
20-24,6,4,D,M,0,1611
25-29,6,4,D,M,0,1700
30-34,6,4,D,M,0,1680
35-44,6,4,D,M,0,3296
45-54,6,4,D,M,0,2733
55-64,6,4,D,M,0,2080
65-74,6,4,D,M,0,1180
75-84,6,4,D,M,0,548
85-102,6,4,D,M,0,165
15-17,6,6,D,M,0,70
18-19,6,6,D,M,0,52
20-24,6,6,D,M,0,141
25-29,6,6,D,M,0,137
30-34,6,6,D,M,0,122
35-44,6,6,D,M,0,206
45-54,6,6,D,M,0,176
55-64,6,6,D,M,0,119
65-74,6,6,D,M,0,58
75-84,6,6,D,M,0,21
85-102,6,6,D,M,0,4
15-17,7,1,D,M,0,19105
18-19,7,1,D,M,0,13265
20-24,7,1,D,M,0,33690
25-29,7,1,D,M,0,32597
30-34,7,1,D,M,6,31650
35-44,7,1,D,M,0,62664
45-54,7,1,D,M,0,71347
55-64,7,1,D,M,0,63888
65-74,7,1,D,M,0,40076
75-84,7,1,D,M,0,20908
85-102,7,1,D,M,0,7304
15-17,7,2,D,M,0,3964
18-19,7,2,D,M,0,2891
20-24,7,2,D,M,0,7004
25-29,7,2,D,M,0,5777
30-34,7,2,D,M,0,5390
35-44,7,2,D,M,2,10254
45-54,7,2,D,M,3,10658
55-64,7,2,D,M,3,8046
65-74,7,2,D,M,1,3947
75-84,7,2,D,M,1,1725
85-102,7,2,D,M,0,481
15-17,7,3,D,M,0,329
18-19,7,3,D,M,0,232
20-24,7,3,D,M,0,560
25-29,7,3,D,M,0,485
30-34,7,3,D,M,0,447
35-44,7,3,D,M,0,844
45-54,7,3,D,M,0,876
55-64,7,3,D,M,0,654
65-74,7,3,D,M,0,322
75-84,7,3,D,M,0,122
85-102,7,3,D,M,0,28
15-17,7,4,D,M,0,438
18-19,7,4,D,M,0,329
20-24,7,4,D,M,0,930
25-29,7,4,D,M,1,980
30-34,7,4,D,M,0,970
35-44,7,4,D,M,0,1902
45-54,7,4,D,M,0,1577
55-64,7,4,D,M,0,1201
65-74,7,4,D,M,0,681
75-84,7,4,D,M,0,316
85-102,7,4,D,M,0,95
15-17,7,6,D,M,0,40
18-19,7,6,D,M,0,30
20-24,7,6,D,M,0,81
25-29,7,6,D,M,0,79
30-34,7,6,D,M,0,70
35-44,7,6,D,M,0,119
45-54,7,6,D,M,0,102
55-64,7,6,D,M,0,69
65-74,7,6,D,M,0,34
75-84,7,6,D,M,0,12
85-102,7,6,D,M,0,2
15-17,8,1,D,M,0,7331
18-19,8,1,D,M,0,5090
20-24,8,1,D,M,0,12928
25-29,8,1,D,M,0,12508
30-34,8,1,D,M,2,12145
35-44,8,1,D,M,0,24046
45-54,8,1,D,M,0,27377
55-64,8,1,D,M,0,24515
65-74,8,1,D,M,0,15378
75-84,8,1,D,M,0,8023
85-102,8,1,D,M,0,2803
15-17,8,2,D,M,0,1521
18-19,8,2,D,M,0,1109
20-24,8,2,D,M,0,2688
25-29,8,2,D,M,0,2217
30-34,8,2,D,M,0,2068
35-44,8,2,D,M,0,3935
45-54,8,2,D,M,0,4091
55-64,8,2,D,M,0,3089
65-74,8,2,D,M,0,1515
75-84,8,2,D,M,0,662
85-102,8,2,D,M,0,185
15-17,8,3,D,M,0,126
18-19,8,3,D,M,0,89
20-24,8,3,D,M,0,215
25-29,8,3,D,M,0,186
30-34,8,3,D,M,0,172
35-44,8,3,D,M,0,324
45-54,8,3,D,M,0,336
55-64,8,3,D,M,0,251
65-74,8,3,D,M,0,124
75-84,8,3,D,M,0,47
85-102,8,3,D,M,0,11
15-17,8,4,D,M,0,168
18-19,8,4,D,M,0,126
20-24,8,4,D,M,0,357
25-29,8,4,D,M,0,376
30-34,8,4,D,M,0,372
35-44,8,4,D,M,1,729
45-54,8,4,D,M,0,605
55-64,8,4,D,M,0,461
65-74,8,4,D,M,0,261
75-84,8,4,D,M,0,121
85-102,8,4,D,M,0,36
15-17,8,6,D,M,0,15
18-19,8,6,D,M,0,11
20-24,8,6,D,M,0,31
25-29,8,6,D,M,0,30
30-34,8,6,D,M,0,27
35-44,8,6,D,M,0,46
45-54,8,6,D,M,0,39
55-64,8,6,D,M,0,26
65-74,8,6,D,M,0,13
75-84,8,6,D,M,0,5
85-102,8,6,D,M,0,1
15-17,9,1,D,M,0,28880
18-19,9,1,D,M,0,20052
20-24,9,1,D,M,0,50927
25-29,9,1,D,M,0,49275
30-34,9,1,D,M,1,47852
35-44,9,1,D,M,0,94725
45-54,9,1,D,M,0,107850
55-64,9,1,D,M,0,96574
65-74,9,1,D,M,0,60579
75-84,9,1,D,M,0,31605
85-102,9,1,D,M,0,11042
15-17,9,2,D,M,0,5992
18-19,9,2,D,M,0,4370
20-24,9,2,D,M,0,10588
25-29,9,2,D,M,0,8733
30-34,9,2,D,M,0,8148
35-44,9,2,D,M,1,15502
45-54,9,2,D,M,2,16114
55-64,9,2,D,M,0,12168
65-74,9,2,D,M,0,5968
75-84,9,2,D,M,0,2609
85-102,9,2,D,M,0,728
15-17,9,3,D,M,0,497
18-19,9,3,D,M,0,350
20-24,9,3,D,M,0,846
25-29,9,3,D,M,0,734
30-34,9,3,D,M,0,676
35-44,9,3,D,M,0,1276
45-54,9,3,D,M,0,1325
55-64,9,3,D,M,0,989
65-74,9,3,D,M,0,487
75-84,9,3,D,M,0,185
85-102,9,3,D,M,0,42
15-17,9,4,D,M,0,662
18-19,9,4,D,M,0,497
20-24,9,4,D,M,0,1406
25-29,9,4,D,M,0,1483
30-34,9,4,D,M,0,1466
35-44,9,4,D,M,0,2876
45-54,9,4,D,M,0,2384
55-64,9,4,D,M,0,1815
65-74,9,4,D,M,0,1029
75-84,9,4,D,M,0,478
85-102,9,4,D,M,0,144
15-17,9,6,D,M,0,61
18-19,9,6,D,M,0,45
20-24,9,6,D,M,0,123
25-29,9,6,D,M,0,120
30-34,9,6,D,M,0,106
35-44,9,6,D,M,0,179
45-54,9,6,D,M,0,154
55-64,9,6,D,M,0,104
65-74,9,6,D,M,0,51
75-84,9,6,D,M,0,18
85-102,9,6,D,M,0,4
15-17,1,1,M,M,0,55279
18-19,1,1,M,M,0,38382
20-24,1,1,M,M,4,97476
25-29,1,1,M,M,7,94310
30-34,1,1,M,M,17,91578
35-44,1,1,M,M,57,181256
45-54,1,1,M,M,0,206436
55-64,1,1,M,M,0,184853
65-74,1,1,M,M,0,115955
75-84,1,1,M,M,0,60496
85-102,1,1,M,M,0,21135
15-17,1,2,M,M,0,6916
18-19,1,2,M,M,0,5044
20-24,1,2,M,M,0,12221
25-29,1,2,M,M,0,10080
30-34,1,2,M,M,0,9405
35-44,1,2,M,M,1,17893
45-54,1,2,M,M,0,18602
55-64,1,2,M,M,0,14045
65-74,1,2,M,M,0,6889
75-84,1,2,M,M,0,3011
85-102,1,2,M,M,0,840
15-17,1,3,M,M,0,564
18-19,1,3,M,M,0,397
20-24,1,3,M,M,0,960
25-29,1,3,M,M,0,832
30-34,1,3,M,M,0,767
35-44,1,3,M,M,0,1447
45-54,1,3,M,M,0,1502
55-64,1,3,M,M,0,1121
65-74,1,3,M,M,0,552
75-84,1,3,M,M,0,210
85-102,1,3,M,M,0,47
15-17,1,4,M,M,0,3594
18-19,1,4,M,M,0,2698
20-24,1,4,M,M,0,7627
25-29,1,4,M,M,0,8048
30-34,1,4,M,M,0,7955
35-44,1,4,M,M,0,15606
45-54,1,4,M,M,0,12939
55-64,1,4,M,M,0,9849
65-74,1,4,M,M,0,5585
75-84,1,4,M,M,0,2593
